City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Ustrzyki Dolne,49.43,22.59,39.0,81,77,11.01,PL,1603048381
Yen Bai,21.7,104.87,68.85,83,100,2.57,VN,1603048381
Berlevåg,70.86,29.09,28.4,100,20,4.7,NO,1603048381
Husavik,66.04,-17.34,42.8,75,90,17.22,IS,1603048381
Kokkola,63.84,23.13,37.99,100,90,1.12,FI,1603048382
Dalby,-27.18,151.27,55.0,97,31,4.76,AU,1603048382
Cascas,-7.48,-78.82,75.2,31,75,5.82,PE,1603048382
Lipin Bor,60.26,37.98,32.97,96,100,7.14,RU,1603048382
Tashara,55.52,83.51,30.94,93,54,10.85,RU,1603048383
Belyy Yar,53.6,91.39,41.0,44,40,15.66,RU,1603048383
Puerto Madryn,-42.77,-65.04,72.75,21,0,21.23,AR,1603048383
Tefé,-3.35,-64.71,93.2,67,20,2.24,BR,1603048383
Claremorris,53.72,-9.0,53.01,89,100,7.83,IE,1603048383
Maniitsoq,65.42,-52.9,39.6,92,100,25.28,GL,1603048384
Bollnäs,61.35,16.39,31.84,88,0,8.66,SE,1603048384
Storforshei,66.4,14.52,30.99,79,0,4.7,NO,1603048384
Avera,33.19,-82.53,73.4,60,90,8.05,US,1603048384
Constantine,36.37,6.61,57.2,58,0,3.36,DZ,1603048170
Rocha,-34.48,-54.33,81.16,69,7,9.91,UY,1603048385
Bellavista,-7.06,-76.59,91.4,52,40,3.36,PE,1603048385
Marawi,8.0,124.29,75.0,93,99,4.0,PH,1603048385
Sørland,67.67,12.69,42.8,70,40,17.22,NO,1603048385
Bathsheba,13.22,-59.52,86.0,70,40,8.05,BB,1603048386
Gornyak,50.99,81.47,33.1,85,0,5.53,RU,1603048386
Margate,51.38,1.39,51.01,80,22,6.22,GB,1603048386
Kampot,10.62,104.18,77.0,88,75,1.12,KH,1603048386
Raudeberg,61.99,5.14,41.0,75,99,9.17,NO,1603048387
Ponta Delgada,37.73,-25.67,62.6,55,20,10.29,PT,1603048387
Rezh,57.37,61.4,35.74,82,100,9.01,RU,1603048387
Sakakah,29.97,40.21,77.0,13,0,5.82,SA,1603048387
Inongo,-1.95,18.27,75.11,84,64,1.72,CD,1603048387
Martapura,-3.42,114.85,75.2,100,90,2.24,ID,1603048388
Port Macquarie,-31.43,152.92,60.01,99,100,1.01,AU,1603048388
Jinhua,29.11,119.65,62.01,70,100,1.48,CN,1603048388
Coahuayana Viejo,18.73,-103.68,82.4,74,40,6.93,MX,1603048388
Malaya Purga,56.56,53.0,39.0,87,100,1.99,RU,1603048389
La Rioja,-29.41,-66.85,104.94,13,0,10.11,AR,1603048267
Río Gallegos,-51.62,-69.22,53.6,30,75,29.97,AR,1603048389
Korla,41.76,86.15,50.0,84,0,5.01,CN,1603048389
Yamada,39.47,141.95,53.38,73,100,4.54,JP,1603048249
Bafut,6.08,10.1,65.21,90,100,0.85,CM,1603048390
Şuhut,38.53,30.55,60.78,66,100,5.01,TR,1603048390
Kitui,-1.37,38.01,68.85,63,5,10.27,KE,1603048390
Virginia Beach,36.85,-75.98,71.01,67,62,1.99,US,1603048264
Kruisfontein,-34.0,24.73,55.99,81,1,3.2,ZA,1603048390
Klaksvík,62.23,-6.59,39.2,93,100,5.82,FO,1603048391
Billings Metropolitan Area,45.78,-108.5,28.0,79,90,6.93,US,1603048391
Bandar-e Lengeh,26.56,54.88,77.0,38,0,2.24,IR,1603048391
Cape Coast,5.11,-1.25,77.79,89,13,8.46,GH,1603048392
Kisangani,0.52,25.2,71.38,97,89,1.99,CD,1603048392
Hambantota,6.12,81.12,78.8,83,100,3.36,LK,1603048392
Sinnamary,5.38,-52.95,86.18,64,100,10.45,GF,1603048392
Bataiporã,-22.3,-53.27,91.69,35,33,3.38,BR,1603048393
Gambēla,8.25,34.58,69.73,89,48,2.35,ET,1603048393
Krasnosel'kup,65.7,82.47,17.37,96,100,18.23,RU,1603048393
Guangyuan,32.44,105.82,57.99,94,100,2.71,CN,1603048393
Rosarito,32.33,-117.03,84.2,28,1,5.82,MX,1603048394
Nichinan,31.6,131.37,59.0,87,100,1.99,JP,1603048394
Norsup,-16.07,167.38,77.0,78,75,4.7,VU,1603048394
Saint-Augustin,51.23,-58.65,55.62,48,0,9.55,CA,1603048394
Nioro,13.35,-15.75,87.44,45,0,0.29,GM,1603048395
Northam,51.03,-4.22,51.01,88,58,8.01,GB,1603048118
Vardø,70.37,31.11,39.2,69,40,20.8,NO,1603048395
Yangi Marg`ilon,40.43,71.72,55.4,54,0,9.17,UZ,1603048117
Tomatlán,19.93,-105.25,91.15,59,62,5.75,MX,1603048395
Babanka,48.71,30.45,47.32,80,0,7.16,UA,1603048396
Balakhninskiy,58.01,114.28,28.87,96,100,2.64,RU,1603048396
Alta Floresta,-9.88,-56.09,81.68,60,84,5.88,BR,1603048396
Mamakan,57.82,114.0,32.92,93,100,2.46,RU,1603048397
Hong Kong,22.29,114.16,75.0,76,53,1.99,HK,1603048253
Tsaitien,30.58,114.03,57.2,87,86,2.24,CN,1603048397
Nishihara,26.18,127.76,77.0,88,40,4.7,JP,1603048397
Hoima,1.44,31.34,65.48,90,100,2.35,UG,1603048397
Curillo,1.03,-75.92,94.32,40,54,2.44,CO,1603048398
Mionica,44.87,18.46,43.0,93,0,1.12,BA,1603048398
Ryūō,35.65,138.5,48.0,99,0,1.86,JP,1603048398
Karratha,-20.74,116.85,64.24,82,0,12.19,AU,1603048398
Hundested,55.97,11.87,46.99,73,26,3.0,DK,1603048399
Zelenogorskiy,55.03,87.0,32.0,94,40,13.42,RU,1603048399
Verkhnyaya Inta,65.98,60.31,26.89,97,98,7.61,RU,1603048399
Grand-Lahou,5.14,-5.02,77.38,90,31,6.93,CI,1603048399
Touros,-5.2,-35.46,84.2,66,40,17.22,BR,1603048399
Praxédis Guerrero,31.37,-106.02,84.99,11,5,9.17,MX,1603048400
Longyan,25.11,117.02,60.98,87,4,3.53,CN,1603048400
Wilmington,34.23,-77.94,75.2,57,1,9.17,US,1603048302
Port Blair,11.67,92.75,80.85,83,100,13.91,IN,1603048323
Puerto Colombia,10.99,-74.95,91.4,63,40,5.82,CO,1603048401
Asău,46.43,26.4,51.8,81,67,9.17,RO,1603048401
Samarai,-10.62,150.67,78.98,88,42,6.31,PG,1603048108
Umluj,25.02,37.27,84.2,54,0,6.98,SA,1603048401
Saint-Leu,-21.15,55.28,73.4,68,8,4.7,RE,1603048401
Khed,17.72,73.38,75.2,92,79,0.51,IN,1603048402
Ciudad Bolivar,8.12,-63.55,92.75,46,88,4.16,VE,1603048402
Douglas,41.3,-96.17,41.0,44,90,10.29,US,1603048402
Port Hardy,50.7,-127.42,48.2,93,90,9.17,CA,1603048402
Gaoua,10.3,-3.25,82.69,60,38,4.27,BF,1603048402
Sechura,-5.56,-80.82,77.27,52,10,15.39,PE,1603048403
Nuuk,64.18,-51.72,51.8,62,40,21.92,GL,1603048403
Shergarh,28.65,79.35,69.84,47,0,2.89,IN,1603048403
Baraki Barak,33.97,68.95,48.29,42,0,0.45,AF,1603048403
Mayo,38.89,-76.51,66.0,59,40,5.82,US,1603048404
Verkhnyaya Maksakovka,61.63,50.97,32.0,98,75,8.95,RU,1603048404
Gweta,-20.18,25.23,85.69,14,0,4.41,BW,1603048404
Caravelas,-17.71,-39.25,76.26,72,50,10.25,BR,1603048404
Colina,-20.71,-48.54,87.33,38,100,1.12,BR,1603048405
Yefremov,53.15,38.1,39.43,73,100,17.47,RU,1603048405
Twin Falls,42.35,-114.64,64.4,34,1,17.22,US,1603048405
Barcelona,41.39,2.16,63.0,77,52,3.36,ES,1603048405
Phalaborwa,-23.94,31.14,84.2,48,22,5.82,ZA,1603048405
Yuci,37.68,112.73,39.2,69,0,2.24,CN,1603048406
Örebro,59.27,15.21,42.8,41,0,9.17,SE,1603048406
Qiongshan,20.01,110.35,77.0,78,90,13.42,CN,1603048406
Invercargill,-46.4,168.35,46.99,94,100,2.57,NZ,1603048309
Brawley,32.98,-115.53,93.0,18,1,1.07,US,1603048406
Alice Town,25.72,-79.3,79.59,78,100,23.89,BS,1603048407
Man,7.41,-7.55,74.91,85,94,2.59,CI,1603048407
Okitipupa,6.5,4.78,75.9,92,0,3.2,NG,1603048407
Mbini,1.57,9.61,80.6,94,40,4.7,GQ,1603048408
Bayir,37.27,28.22,71.6,83,75,4.7,TR,1603048408
Coos Bay,43.37,-124.22,70.0,77,90,5.21,US,1603048408
Şile,41.18,29.61,64.99,69,100,5.01,TR,1603048408
Katherine,-14.47,132.27,82.4,65,40,8.05,AU,1603048409
Ixtapa,20.7,-105.2,89.6,66,75,4.7,MX,1603048240
Maraã,-1.83,-65.37,82.04,72,88,2.73,BR,1603048409
Zhigansk,66.77,123.37,10.71,94,77,5.41,RU,1603048409
Yokadouma,3.52,15.05,71.55,92,64,1.66,CM,1603048409
Pangody,65.85,74.49,24.73,97,30,13.4,RU,1603048410
Pringsewu,-5.36,104.97,73.99,94,94,2.51,ID,1603048410
Acapulco de Juárez,16.86,-99.89,86.0,74,40,5.82,MX,1603048335
Morro Bay,35.37,-120.85,84.0,38,7,3.0,US,1603048410
Desaguadero,-16.57,-69.04,54.54,43,92,15.14,PE,1603048411
Quelimane,-17.88,36.89,75.0,83,0,4.7,MZ,1603048411
Malé,4.17,73.51,82.4,83,75,9.17,MV,1603048376
Gaya,24.78,85.0,77.0,94,40,3.42,IN,1603048411
Keuruu,62.27,24.7,34.0,96,90,6.93,FI,1603048411
Manakara,-22.13,48.02,71.11,85,96,8.55,MG,1603048412
Olinda,-8.01,-34.86,82.4,65,40,13.87,BR,1603048412
Jacobina,-11.18,-40.52,86.11,44,10,11.12,BR,1603048412
Ørje,59.48,11.66,37.0,74,0,5.41,NO,1603048412
Kuytun,54.34,101.5,43.45,77,100,3.15,RU,1603048126
Ginir,7.13,40.7,60.04,93,97,3.94,ET,1603048413
Tambun,-6.26,107.07,79.0,78,20,2.24,ID,1603048413
Payakumbuh,-0.22,100.63,70.27,84,92,2.1,ID,1603048413
Sokoni,-6.43,39.55,78.8,78,20,5.82,TZ,1603048413
Shubarkuduk,49.14,56.49,55.53,35,0,10.71,KZ,1603048414
Huarmey,-10.07,-78.15,69.66,64,16,10.11,PE,1603048414
Nemuro,43.32,145.57,54.18,74,0,14.18,JP,1603048414
Adrar,20.5,-10.07,92.59,17,4,9.42,MR,1603048414
Grindavik,63.84,-22.43,42.8,81,40,21.92,IS,1603048415
Løding,67.3,14.75,32.0,73,20,6.93,NO,1603048415
Maple Creek,49.92,-109.48,22.03,85,100,5.12,CA,1603048273
Marathon,44.9,-89.77,42.01,48,1,16.11,US,1603048416
Cabedelo,-6.98,-34.83,86.0,58,20,14.99,BR,1603048416
Estevan,49.13,-102.98,24.8,53,90,17.22,CA,1603048416
Zhangye,38.93,100.45,41.36,53,31,1.81,CN,1603048416
Reconquista,-29.15,-59.65,93.15,42,0,9.62,AR,1603048416
Neuquén,-38.95,-68.06,75.2,14,0,6.93,AR,1603048356
Røros,62.57,11.38,30.2,80,73,8.05,NO,1603048417
Kedrovyy,56.17,91.82,33.8,55,40,13.42,RU,1603048417
Broome,42.25,-75.83,59.0,32,1,19.46,US,1603048417
East Moline,41.5,-90.44,39.99,80,90,8.05,US,1603048356
Alberton,46.82,-64.07,50.92,52,68,5.37,CA,1603048418
Nieves,15.33,120.95,75.2,94,75,2.24,PH,1603048418
Jacobabad,28.28,68.44,74.3,17,0,1.68,PK,1603048418
Yumen,40.28,97.2,45.64,43,100,19.95,CN,1603048419
Kargasok,59.06,80.86,30.25,94,99,16.6,RU,1603048419
Hokitika,-42.72,170.97,52.61,92,100,11.18,NZ,1603048160
